Id,Url,Brand,Model,Year,EngineVolume,Power,Drive,Mileage,Price
921,https://vladivostok.drom.ru/acura/rdx/48894747.html,Acura,RDX,2011,2.3,240,4WD,125000.0,1200000
922,https://moscow.drom.ru/acura/mdx/45462838.html,Acura,MDX,2003,3.5,260,4WD,239394.0,530000
923,https://mirniy.drom.ru/acura/rsx/48890641.html,Acura,RSX,2003,2.0,200,передний,100000.0,888000
924,https://magadan.drom.ru/acura/mdx/47857635.html,Acura,MDX,2007,3.7,299,4WD,145000.0,1650000
925,https://spb.drom.ru/acura/rdx/47196901.html,Acura,RDX,2007,2.3,240,4WD,300000.0,1000000
926,https://irkutsk.drom.ru/acura/tl/46922987.html,Acura,TL,2004,3.2,270,передний,198500.0,810000
927,https://sevastopol.drom.ru/acura/zdx/47160158.html,Acura,ZDX,2010,3.7,300,4WD,115150.0,1650000
928,https://moscow.drom.ru/acura/mdx/47201723.html,Acura,MDX,2014,3.5,290,4WD,115116.0,2499000
929,https://ordynskoe.drom.ru/acura/mdx/47609322.html,Acura,MDX,2007,3.7,300,4WD,162000.0,950000
930,https://omsk.drom.ru/acura/rdx/48882719.html,Acura,RDX,2011,2.3,240,4WD,196000.0,1530000
931,https://ussuriisk.drom.ru/acura/mdx/48878687.html,Acura,MDX,2003,3.5,265,4WD,168000.0,700000
932,https://habarovsk.drom.ru/acura/mdx/48878330.html,Acura,MDX,2004,3.5,265,4WD,200000.0,450000
933,https://rostov-na-donu.drom.ru/acura/rdx/48190115.html,Acura,RDX,2010,2.3,240,передний,169000.0,1199900
934,https://novosibirsk.drom.ru/acura/mdx/47867173.html,Acura,MDX,2014,3.5,290,4WD,145000.0,2350000
935,https://petropavlovsk-kamchatskiy.drom.ru/acura/rdx/46911502.html,Acura,RDX,2008,2.3,240,4WD,130000.0,950000
936,https://ekaterinburg.drom.ru/acura/zdx/45479841.html,Acura,ZDX,2010,3.7,304,4WD,215000.0,1550000
937,https://krasnodar.drom.ru/acura/rsx/47610553.html,Acura,RSX,2001,2.0,160,передний,212000.0,600000
938,https://nadim.drom.ru/acura/mdx/48866789.html,Acura,MDX,2009,3.7,300,4WD,179250.0,1350000
939,https://nizhnevartovsk.drom.ru/acura/mdx/48524682.html,Acura,MDX,2004,3.5,265,4WD,187595.0,900000
940,https://magadan.drom.ru/acura/mdx/48514831.html,Acura,MDX,2007,3.7,300,4WD,162000.0,1370000
941,https://voronezh.drom.ru/acura/tsx/48183507.html,Acura,TSX,2004,2.4,200,передний,220000.0,570000
942,https://blagoveshchensk.drom.ru/acura/rl/48174316.html,Acura,RL,2004,3.5,300,4WD,167535.0,770000
943,https://moscow.drom.ru/acura/zdx/47833799.html,Acura,ZDX,2010,3.7,300,4WD,110000.0,1400000
944,https://tomsk.drom.ru/acura/mdx/47503378.html,Acura,MDX,2008,3.7,300,4WD,192000.0,1100000
945,https://vladivostok.drom.ru/acura/rdx/47500221.html,Acura,RDX,2009,2.3,240,4WD,164000.0,1200000
946,https://novosibirsk.drom.ru/acura/mdx/47109489.html,Acura,MDX,2011,3.7,300,4WD,240000.0,1650000
947,https://norilsk.drom.ru/acura/mdx/46889085.html,Acura,MDX,2002,3.5,240,4WD,210000.0,350000
948,https://shchelkovo.drom.ru/acura/rdx/48862306.html,Acura,RDX,2008,2.3,240,4WD,125720.0,850000
949,https://habarovsk.drom.ru/acura/rdx/48006108.html,Acura,RDX,2009,2.3,240,4WD,61070.0,1150000
950,https://cherepanovo.drom.ru/acura/mdx/48513284.html,Acura,MDX,2003,3.5,265,4WD,229834.0,670000
951,https://novosibirsk.drom.ru/acura/rsx/48846259.html,Acura,RSX,2005,2.0,201,передний,160000.0,450000
952,https://novokuznetsk.drom.ru/acura/mdx/48833140.html,Acura,MDX,2001,3.5,240,4WD,380000.0,450000
953,https://tyumen.drom.ru/acura/tsx/46385177.html,Acura,TSX,2004,2.4,200,передний,241000.0,670000
954,https://vladivostok.drom.ru/acura/mdx/48051365.html,Acura,MDX,2001,3.5,240,4WD,225.0,430000
955,https://ekaterinburg.drom.ru/acura/mdx/47802144.html,Acura,MDX,2007,3.7,300,4WD,144444.0,1100000
956,https://moscow.drom.ru/acura/rlx/46794680.html,Acura,RLX,2014,3.5,314,4WD,100000.0,2500000
957,https://vladivostok.drom.ru/acura/mdx/47445105.html,Acura,MDX,2022,3.5,290,4WD,0.0,6600000
958,https://novosibirsk.drom.ru/acura/rdx/48145208.html,Acura,RDX,2022,2.0,272,4WD,21.0,4200000
959,https://vladivostok.drom.ru/acura/mdx/43484374.html,Acura,MDX,2021,3.5,280,4WD,0.0,6800000
960,https://spb.drom.ru/acura/rdx/47451325.html,Acura,RDX,2021,2.0,272,4WD,3000.0,1750000
961,https://moscow.drom.ru/acura/mdx/48968459.html,Acura,MDX,2018,3.5,290,передний,53000.0,1700000
1199,https://irkutsk.drom.ru/lincoln/navigator/48901617.html,Lincoln,Navigator,2003,5.4,300,4WD,317000.0,900000
1201,https://spb.drom.ru/lincoln/mkz/48783714.html,Lincoln,MKZ,2016,2.0,249,4WD,128100.0,1499000
1202,https://toguchin.drom.ru/lincoln/navigator/41292796.html,Lincoln,Navigator,2000,5.4,300,4WD,219000.0,600000
1204,https://zelenograd.drom.ru/lincoln/mkz/48637924.html,Lincoln,MKZ,2018,2.0,245,4WD,122000.0,1890000
1206,https://tyumen.drom.ru/lincoln/town_car/44071732.html,Lincoln,Town Car,2001,4.6,220,задний,100000.0,300000
1257,https://krymsk.drom.ru/lincoln/town_car/39720795.html,Lincoln,Town Car,2005,4.6,239,задний,200000.0,600000
1284,https://habarovsk.drom.ru/lincoln/continental/16287359.html,Lincoln,Continental,1997,4.6,215,передний,160000.0,550000
1291,https://chita.drom.ru/lincoln/town_car/47490554.html,Lincoln,Town Car,1993,5.0,152,задний,350000.0,290000
1292,https://irkutsk.drom.ru/lincoln/town_car/33969036.html,Lincoln,Town Car,2005,4.6,239,задний,95000.0,1495000
1293,https://armyansk.drom.ru/lincoln/mkc/47602506.html,Lincoln,MKC,2016,2.0,240,4WD,85000.0,1600000
1296,https://pyshma.drom.ru/lincoln/navigator/46346753.html,Lincoln,Navigator,1999,5.4,304,4WD,250000.0,500000
1297,https://nizhnevartovsk.drom.ru/lincoln/town_car/48611294.html,Lincoln,Town Car,1998,4.6,220,задний,225000.0,250000
1299,https://irkutsk.drom.ru/lincoln/navigator/40151613.html,Lincoln,Navigator,2007,5.4,300,4WD,190000.0,2200000
1300,https://komsomolsk.drom.ru/lincoln/town_car/38622219.html,Lincoln,Town Car,1999,4.6,214,задний,100000.0,400000
1302,https://biysk.drom.ru/lincoln/navigator/48950644.html,Lincoln,Navigator,1998,5.4,230,4WD,200000.0,500000
1303,https://spb.drom.ru/lincoln/corsair/48599523.html,Lincoln,Corsair,2020,2.3,295,4WD,6600.0,3910000
1304,https://moscow.drom.ru/lincoln/navigator/47910427.html,Lincoln,Navigator,2007,5.4,300,4WD,167000.0,1990000
1305,https://novosibirsk.drom.ru/lincoln/navigator/46704931.html,Lincoln,Navigator,2005,5.4,300,4WD,266000.0,1425000
1306,https://nerchinsk.drom.ru/lincoln/town_car/46194209.html,Lincoln,Town Car,2005,4.6,239,задний,170000.0,545000
1416,https://ufa.drom.ru/ford/fusion/49147417.html,Ford,Fusion,2006,1.4,80,передний,245000.0,355000
1417,https://moscow.drom.ru/mitsubishi/outlander/49147418.html,Mitsubishi,Outlander,2007,2.4,170,4WD,186017.0,910000
1418,https://rostov-na-donu.drom.ru/chevrolet/lacetti/49147416.html,Chevrolet,Lacetti,2009,1.4,95,передний,261000.0,435000
1419,https://krasnoyarsk.drom.ru/mitsubishi/outlander/48779616.html,Mitsubishi,Outlander,2015,2.0,146,4WD,128000.0,1670000
1420,https://irkutsk.drom.ru/kia/optima/49147413.html,Kia,Optima,2016,2.4,188,передний,75000.0,1730000
1423,https://moscow.drom.ru/kia/rio/49147411.html,Kia,Rio,2018,1.6,123,передний,14250.0,1282000
1425,https://chelyabinsk.drom.ru/nissan/primera/49147407.html,Nissan,Primera,2006,1.6,109,передний,282000.0,340000
1428,https://moscow.drom.ru/kia/sorento/49147406.html,Kia,Sorento,2019,2.4,175,передний,33000.0,2047000
1520,https://moscow.drom.ru/bmw/3-series/49147327.html,BMW,3-Series,2019,2.0,190,задний,47140.0,2950000
1522,https://habarovsk.drom.ru/nissan/patrol/46718659.html,Nissan,Patrol,2011,5.6,405,4WD,120000.0,2500000
1523,https://novosibirsk.drom.ru/toyota/c-hr/49042429.html,Toyota,C-HR,2017,1.8,98,передний,82141.0,1830000
1524,https://spb.drom.ru/mercedes-benz/s-class/49147323.html,Mercedes-Benz,S-Class,2021,2.9,249,4WD,14255.0,13600000
1525,https://chita.drom.ru/toyota/rav4/49147324.html,Toyota,RAV4,2003,1.8,125,передний,184000.0,650000
1526,https://krasnoyarsk.drom.ru/mitsubishi/pajero_sport/49147320.html,Mitsubishi,Pajero Sport,2020,3.0,209,4WD,1.0,3229000
1528,https://moscow.drom.ru/bmw/x4/49147319.html,BMW,X4,2019,3.0,249,4WD,37667.0,4880000
1529,https://chita.drom.ru/toyota/vitz/47675124.html,Toyota,Vitz,2017,1.3,99,передний,49460.0,780000
1530,https://vladivostok.drom.ru/mazda/cx-5/48295733.html,Mazda,CX-5,2017,2.5,194,4WD,68000.0,2200000
1532,https://nizhneudinsk.drom.ru/toyota/corolla/49147246.html,Toyota,Corolla,1999,1.5,100,передний,190000.0,340000
1536,https://novosibirsk.drom.ru/lexus/rx400h/49147312.html,Lexus,RX400h,2008,3.3,211,4WD,260000.0,1650000
1630,https://tayshet.drom.ru/lada/2106/49058265.html,Лада,2106,1999,1.3,64,задний,100000.0,90000
1631,https://spb.drom.ru/kia/sportage/49147249.html,Kia,Sportage,2020,2.0,150,передний,27117.0,1950585
1633,https://solnechniy-krasnoyarsk.drom.ru/lada/2112/48955905.html,Лада,2112,2008,1.6,89,передний,117206.0,275000
1635,https://chita.drom.ru/bmw/6-series/48638250.html,BMW,6-Series,2008,3.0,272,задний,160000.0,1250000
1637,https://novosibirsk.drom.ru/volkswagen/polo/49147245.html,Volkswagen,Polo,2014,1.6,105,передний,231000.0,599000
1639,https://habarovsk.drom.ru/toyota/c-hr/49147228.html,Toyota,C-HR,2019,1.8,98,передний,60000.0,1625000
1640,https://chita.drom.ru/honda/fit/49146875.html,Honda,Fit,2019,1.5,132,передний,24519.0,1355000
1641,https://ussuriisk.drom.ru/suzuki/escudo/48610133.html,Suzuki,Escudo,2018,1.4,136,4WD,8000.0,1765000
1739,https://kemerovo.drom.ru/volkswagen/tiguan/49052155.html,Volkswagen,Tiguan,2011,2.0,170,4WD,215000.0,1133333
1741,https://novosibirsk.drom.ru/toyota/noah/48657462.html,Toyota,Noah,2014,1.8,99,передний,115500.0,1500000
1742,https://ekaterinburg.drom.ru/audi/q7/49147179.html,Audi,Q7,2010,3.0,239,4WD,133000.0,1745000
1745,https://ust-ilimsk.drom.ru/lada/vesta_cross/48529413.html,Лада,Веста Кросс,2018,1.6,106,передний,41500.0,890000
1746,https://omsk.drom.ru/kia/sportage/49001943.html,Kia,Sportage,2018,2.0,150,передний,56000.0,1870000
1749,https://pogranichniy.drom.ru/toyota/prius/48428849.html,Toyota,Prius,2010,1.8,99,передний,252590.0,750000
1751,https://barnaul.drom.ru/lada/4x4_urban/48611428.html,Лада,4x4 Урбан,2019,1.7,83,4WD,47430.0,739000
1843,https://birobidzhan.drom.ru/honda/insight/48213681.html,Honda,Insight,2011,1.3,88,передний,109000.0,775000
1844,https://nakhodka.drom.ru/toyota/corolla_fielder/45851412.html,Toyota,Corolla Fielder,2016,1.5,103,4WD,137971.0,910000
1846,https://novosibirsk.drom.ru/toyota/raum/48982453.html,Toyota,Raum,1998,1.5,94,передний,220000.0,245000
1847,https://ulan-ude.drom.ru/subaru/legacy_b4/49042725.html,Subaru,Legacy B4,2002,2.0,280,4WD,260000.0,340000
1848,https://barnaul.drom.ru/infiniti/qx4/49081776.html,Infiniti,QX4,1998,3.3,169,4WD,350000.0,355000
1849,https://habarovsk.drom.ru/mitsubishi/dingo/49147112.html,Mitsubishi,Mirage Dingo,1998,1.5,105,передний,235000.0,199000
1851,https://irkutsk.drom.ru/toyota/corolla/49147109.html,Toyota,Corolla,2001,1.6,110,4WD,220000.0,380000
1852,https://abakan.drom.ru/lada/2105/49147108.html,Лада,2105,1996,1.5,71,задний,55000.0,65000
1853,https://engels.drom.ru/lada/granta/49147107.html,Лада,Гранта,2012,1.6,98,передний,144050.0,410000
1855,https://krasnodar.drom.ru/mazda/mazda3/49147105.html,Mazda,Mazda3,2012,1.6,105,передний,157000.0,675000
1856,https://omsk.drom.ru/toyota/sienta/48891363.html,Toyota,Sienta,2018,1.5,109,передний,80000.0,1200000
1857,https://ulan-ude.drom.ru/lada/2115/47828118.html,Лада,2115 Самара,2002,1.5,76,передний,450000.0,125000
1858,https://nakhodka.drom.ru/toyota/voxy/45760487.html,Toyota,Voxy,2016,2.0,152,4WD,124642.0,1650000
1865,https://rostov-na-donu.drom.ru/mazda/mazda3/49147100.html,Mazda,Mazda3,2007,1.6,105,передний,186500.0,275000
1950,https://moscow.drom.ru/mercedes-benz/e-class/48992774.html,Mercedes-Benz,E-Class,2011,1.8,184,передний,133130.0,1149000
1951,https://moscow.drom.ru/audi/a5/48836572.html,Audi,A5,2010,1.8,160,передний,114112.0,849000
1952,https://moscow.drom.ru/nissan/x-trail/48992730.html,Nissan,X-Trail,2016,2.0,144,4WD,93132.0,1449000
1956,https://moscow.drom.ru/audi/a8/48992766.html,Audi,A8,2011,4.2,372,4WD,136321.0,1449000
1957,https://moscow.drom.ru/land_rover/range_rover/48992780.html,Land Rover,Range Rover,2011,4.4,313,4WD,150606.0,1649000
1958,https://moscow.drom.ru/audi/a7/48682002.html,Audi,A7,2015,3.0,333,4WD,88422.0,2099000
1959,https://moscow.drom.ru/land_rover/range_rover_sport/48992748.html,Land Rover,Range Rover Sport,2015,4.4,339,4WD,84044.0,3399000
1960,https://moscow.drom.ru/mercedes-benz/gl-class/48992761.html,Mercedes-Benz,GL-Class,2011,5.5,388,4WD,133699.0,1549000
1962,https://moscow.drom.ru/skoda/yeti/48992777.html,Skoda,Yeti,2014,1.4,122,передний,65064.0,849000
1963,https://moscow.drom.ru/bmw/x6/48992734.html,BMW,X6,2016,3.0,249,4WD,134188.0,3299000
1986,https://rostov-na-donu.drom.ru/ford/focus/49147060.html,Ford,Focus,2012,1.6,105,передний,127300.0,485000
2033,https://rostov-na-donu.drom.ru/chery/tiggo/49147020.html,Chery,Tiggo T11,2006,2.4,129,передний,209700.0,365000
2051,https://ekaterinburg.drom.ru/kia/borrego/49147012.html,Kia,Borrego,2010,2.9,26,задний,240000.0,800000
2053,https://magadan.drom.ru/nissan/terrano/49146690.html,Nissan,Terrano,1993,2.7,100,4WD,198500.0,270000
2055,https://novosibirsk.drom.ru/toyota/cresta/49147006.html,Toyota,Cresta,1998,2.0,140,задний,382000.0,475000
2056,https://kemerovo.drom.ru/audi/q3/47283575.html,Audi,Q3,2014,2.0,170,4WD,63000.0,1650000
2057,https://kanevskaya.drom.ru/lada/2107/49147005.html,Лада,2107,2007,1.6,74,задний,70000.0,130000
2058,https://yakutsk.drom.ru/toyota/premio/49147003.html,Toyota,Premio,2006,1.8,132,передний,158378.0,560000
2060,https://irkutsk.drom.ru/toyota/corolla/47908200.html,Toyota,Corolla,2014,1.6,132,передний,125000.0,1150000
2061,https://volgograd.drom.ru/vortex/estina/46610349.html,Vortex,Estina,2009,2.0,129,передний,157708.0,215000
2062,https://ulan-ude.drom.ru/honda/accord/49146735.html,Honda,Accord,1997,2.0,147,передний,188000.0,330000
2063,https://vladivostok.drom.ru/toyota/mark_ii/48482613.html,Toyota,Mark II,1996,2.5,180,задний,306157.0,395000
2064,https://barnaul.drom.ru/mitsubishi/outlander/49147001.html,Mitsubishi,Outlander,2014,2.0,146,4WD,148000.0,1620000
2065,https://vladivostok.drom.ru/daihatsu/hijet/48811347.html,Daihatsu,Hijet,2018,0.7,53,4WD,100000.0,599000
2066,https://ufa.drom.ru/bmw/3-series/48859843.html,BMW,3-Series,1996,1.7,90,задний,302350.0,260000
2067,https://krasnoperekopsk.drom.ru/kia/rio/48924807.html,Kia,Rio,2011,1.4,95,передний,220000.0,460000
2068,https://volgograd.drom.ru/renault/logan/46630613.html,Renault,Logan,2011,1.4,75,передний,109408.0,319000
2069,https://surgut.drom.ru/nissan/sunny/49146994.html,Nissan,Sunny,2001,1.5,105,передний,180000.0,436000
2070,https://novosibirsk.drom.ru/mazda/mazda3/49038901.html,Mazda,Mazda3,2019,2.5,186,передний,34000.0,1965000
2071,https://lubenskiy.drom.ru/lada/2105/49146827.html,Лада,2105,2005,1.5,71,задний,139000.0,59000
2072,https://tyumen.drom.ru/toyota/camry/49031480.html,Toyota,Camry,2015,2.5,181,передний,143000.0,1670000
2073,https://svobodniy.drom.ru/toyota/corolla_spacio/49146982.html,Toyota,Corolla Spacio,1997,1.6,110,передний,277777.0,370000
2075,https://nyagan.drom.ru/audi/a4/49146997.html,Audi,A4,1997,1.8,125,передний,375000.0,180000
2076,https://bratsk.drom.ru/honda/n-wgn/49146995.html,Honda,N-WGN,2015,0.7,58,передний,63640.0,660000
2077,https://volgograd.drom.ru/volkswagen/polo/46337532.html,Volkswagen,Polo,2012,1.6,105,передний,187170.0,495000
2078,https://ekaterinburg.drom.ru/lada/granta/49146993.html,Лада,Гранта,2021,1.6,98,передний,54000.0,790000
2079,https://habarovsk.drom.ru/honda/vezel/48312549.html,Honda,Vezel,2016,1.5,131,передний,67000.0,1518000
2080,https://pogranichniy.drom.ru/nissan/largo/49146984.html,Nissan,Largo,1985,2.0,79,4WD,320000.0,90000
2081,https://volgograd.drom.ru/hyundai/elantra/46994021.html,Hyundai,Elantra,2004,1.6,105,передний,273948.0,295000
2082,https://anzhero-sudzhensk.drom.ru/kia/rio/48809926.html,Kia,Rio,2006,1.4,97,передний,1.0,405000
2083,https://volgograd.drom.ru/daewoo/nexia/46984466.html,Daewoo,Nexia,2009,1.5,80,передний,128394.0,185000
2086,https://volgograd.drom.ru/hyundai/solaris/48069446.html,Hyundai,Solaris,2012,1.6,123,передний,139000.0,595000
2087,https://novosibirsk.drom.ru/toyota/corolla_fielder/48499967.html,Toyota,Corolla Fielder,2008,1.5,105,4WD,170000.0,700000
2088,https://novosibirsk.drom.ru/renault/logan/49145563.html,Renault,Logan,2012,1.4,75,передний,450000.0,279000
2089,https://sovetskiy-krym.drom.ru/moskvitch/2140/49146988.html,Москвич,2140,1980,1.5,75,задний,69400.0,40000
2090,https://rostov-na-donu.drom.ru/renault/kaptur/49146900.html,Renault,Kaptur,2018,1.6,114,передний,98000.0,1070000
2091,https://barnaul.drom.ru/daewoo/nexia/49146964.html,Daewoo,Nexia,2013,1.5,80,передний,127525.0,169000
2092,https://volgograd.drom.ru/ford/focus/48069536.html,Ford,Focus,2004,1.6,100,передний,339000.0,259000
2093,https://habarovsk.drom.ru/toyota/vitz/48984367.html,Toyota,Vitz,2013,1.0,69,передний,120000.0,430000
2094,https://rostov-na-donu.drom.ru/opel/zafira/49146985.html,Opel,Zafira,2008,0.6,94,передний,322000.0,470000
2095,https://novosibirsk.drom.ru/peugeot/207/49146983.html,Peugeot,207,2008,1.6,120,передний,108000.0,365000
2096,https://volgograd.drom.ru/nissan/almera_classic/47344747.html,Nissan,Almera Classic,2007,1.6,107,передний,157162.0,399000
2097,https://ekaterinburg.drom.ru/land_rover/range_rover_velar/48992347.html,Land Rover,Range Rover Velar,2018,2.0,250,4WD,78000.0,4250000
2098,https://barnaul.drom.ru/chery/tiggo_7_pro/49146868.html,Chery,Tiggo 7 Pro,2022,1.5,147,передний,0.0,1990000
2099,https://krasnoyarsk.drom.ru/mazda/cx-5/48843328.html,Mazda,CX-5,2017,2.2,175,4WD,103000.0,2057000
2100,https://habarovsk.drom.ru/toyota/allion/49146938.html,Toyota,Allion,2008,1.8,125,4WD,192000.0,760000
2101,https://makhachkala.drom.ru/bmw/3-series/49146979.html,BMW,3-Series,2012,2.0,245,4WD,250000.0,1250000
2102,https://tobolsk.drom.ru/toyota/camry/49146978.html,Toyota,Camry,2008,2.4,167,передний,210000.0,900000
2103,https://krasnoyarsk.drom.ru/mazda/mazda3/48789648.html,Mazda,Mazda3,2007,1.6,105,передний,183000.0,567000
2104,https://volgograd.drom.ru/chevrolet/aveo/48775870.html,Chevrolet,Aveo,2008,1.4,101,передний,125948.0,398000
2105,https://moscow.drom.ru/toyota/fortuner/49020286.html,Toyota,Fortuner,2022,2.7,166,4WD,100.0,3900000
2106,https://chernigovka.drom.ru/honda/accord/49146977.html,Honda,Accord,2013,2.0,143,передний,149000.0,1420000
2107,https://krasnoyarsk.drom.ru/mitsubishi/l200/48790009.html,Mitsubishi,L200,2019,2.4,154,4WD,50000.0,2997000
2108,https://krasnoyarsk.drom.ru/lexus/rx350/49034317.html,Lexus,RX350,2013,3.5,277,4WD,131000.0,2137000
2109,https://vladivostok.drom.ru/honda/insight/49146967.html,Honda,Insight,2010,1.3,88,передний,120000.0,625000
2110,https://ussuriisk.drom.ru/land_rover/range_rover/48887519.html,Land Rover,Range Rover,2005,4.4,306,4WD,200000.0,950000
2111,https://balashiha.drom.ru/honda/cr-v/49146975.html,Honda,CR-V,2018,1.6,160,4WD,105000.0,2290000
2112,https://rostov-na-donu.drom.ru/toyota/duet/49146974.html,Toyota,Duet,1999,1.0,60,передний,236635.0,245000
2113,https://ust-ilimsk.drom.ru/toyota/vitz/48113436.html,Toyota,Vitz,2009,1.0,71,передний,191100.0,520000
2114,https://volgograd.drom.ru/lada/2112/48775955.html,Лада,2112,2008,1.6,89,передний,249216.0,225000
2115,https://barnaul.drom.ru/lada/2110/49105452.html,Лада,2110,2003,1.5,90,передний,234567.0,95000
2116,https://novosibirsk.drom.ru/lada/kalina/49146944.html,Лада,Калина,2010,1.4,89,передний,118.0,220000
2117,https://tikhoretsk.drom.ru/kia/sportage/49146970.html,Kia,Sportage,2015,2.0,150,4WD,178000.0,1350000
2118,https://novorossiysk.drom.ru/uaz/patriot/49146969.html,УАЗ,Патриот,2020,2.7,150,4WD,35515.0,1000000
2120,https://simferopol.drom.ru/mercedes-benz/vito/48765047.html,Mercedes-Benz,Vito,2018,2.0,211,задний,1000.0,4389000
2121,https://tikhoretsk.drom.ru/lada/kalina/49146968.html,Лада,Калина,2015,1.6,106,передний,76500.0,505000
2122,https://spassk-dalniy.drom.ru/honda/fit/49146862.html,Honda,Fit,2011,1.3,100,4WD,171000.0,585000
2123,https://krasnoyarsk.drom.ru/volvo/s60/49146798.html,Volvo,S60,2011,1.6,180,передний,132000.0,900000
2124,https://novosibirsk.drom.ru/toyota/opa/49146966.html,Toyota,Opa,2000,2.0,152,передний,198000.0,440000
2125,https://moscow.drom.ru/mitsubishi/l200/48513422.html,Mitsubishi,L200,2022,2.4,150,4WD,100.0,3000000
2126,https://uglegorsk-blag.drom.ru/honda/freed/48554836.html,Honda,Freed,2010,1.5,118,передний,170000.0,690000
2127,https://novosibirsk.drom.ru/nissan/adwagon/49146965.html,Nissan,AD,2001,1.5,100,передний,300000.0,115000
2128,https://kyzyl.drom.ru/toyota/land_cruiser/49146877.html,Toyota,Land Cruiser,2015,4.6,309,4WD,135000.0,6100000
2129,https://krasnoyarsk.drom.ru/kia/cee~d/47374635.html,Kia,Ceed,2015,1.6,130,передний,117000.0,997000
2130,https://bichura.drom.ru/bmw/x5/49146852.html,BMW,X5,2002,3.0,231,4WD,363000.0,580000
2131,https://volgograd.drom.ru/lada/priora/48776128.html,Лада,Приора,2011,1.6,98,передний,171935.0,315000
2132,https://kerch.drom.ru/chevrolet/tacuma/49146963.html,Chevrolet,Tacuma,2008,2.0,121,передний,96000.0,450000
2133,https://ussuriisk.drom.ru/lexus/nx300h/49046160.html,Lexus,NX300h,2015,2.5,152,4WD,125000.0,2435000
2134,https://kyahta.drom.ru/mitsubishi/outlander/48541332.html,Mitsubishi,Outlander,2003,2.4,142,4WD,215000.0,535000
2135,https://dalnerechensk.drom.ru/honda/fit_shuttle/48282475.html,Honda,Fit Shuttle,2012,1.3,88,передний,78000.0,755000
2136,https://volgograd.drom.ru/kia/picanto/48776154.html,Kia,Picanto,2015,1.2,85,передний,33241.0,735000
2137,https://kurgan.drom.ru/opel/astra_gtc/49146962.html,Opel,Astra GTC,2013,1.8,140,передний,120000.0,900000
2138,https://volgograd.drom.ru/lada/priora/48776182.html,Лада,Приора,2015,1.6,106,передний,195486.0,399000
2139,https://kemerovo.drom.ru/lifan/solano/49146961.html,Lifan,Solano,2012,1.6,106,передний,170000.0,300000
2140,https://novokuznetsk.drom.ru/hyundai/creta/48329296.html,Hyundai,Creta,2018,2.0,149,передний,72300.0,1530000
2141,https://omsk.drom.ru/chevrolet/lanos/49146954.html,Chevrolet,Lanos,2006,1.5,86,передний,170000.0,127000
2142,https://krasnoyarsk.drom.ru/renault/arkana/48922171.html,Renault,Arkana,2019,1.6,114,передний,78000.0,1637000
2143,https://krasnoyarsk.drom.ru/nissan/x-trail/45314636.html,Nissan,X-Trail,2008,2.5,169,4WD,167000.0,899000
2144,https://krasnoyarsk.drom.ru/toyota/aqua/46256397.html,Toyota,Aqua,2014,1.5,74,передний,89000.0,749000
2145,https://krasnoyarsk.drom.ru/mitsubishi/outlander/46380177.html,Mitsubishi,Outlander,2010,2.4,170,4WD,97000.0,999000
2147,https://krasnoyarsk.drom.ru/bmw/x6/46577813.html,BMW,X6,2008,3.0,306,4WD,217000.0,1179000
2148,https://krasnoyarsk.drom.ru/subaru/forester/47553607.html,Subaru,Forester,2008,2.0,150,4WD,178000.0,899000
2149,https://krasnoyarsk.drom.ru/skoda/octavia/47634381.html,Skoda,Octavia,2012,1.8,152,передний,121000.0,699000
2150,https://omsk.drom.ru/honda/stepwgn/48119361.html,Honda,Stepwgn,2014,2.0,150,передний,166001.0,1499000
2152,https://omsk.drom.ru/toyota/land_cruiser/48931952.html,Toyota,Land Cruiser,2004,4.7,235,4WD,210000.0,1505000
2153,https://artem.drom.ru/subaru/legacy/48994071.html,Subaru,Legacy,1999,2.0,260,4WD,244000.0,510000
2154,https://fokino.drom.ru/uaz/buhanka/49146955.html,УАЗ,Буханка,2015,2.7,112,4WD,250000.0,300000
2155,https://ussuriisk.drom.ru/nissan/primera_camino/49146956.html,Nissan,Primera Camino,1997,2.0,150,передний,280000.0,160000
2156,https://barnaul.drom.ru/subaru/legacy_b4/49146953.html,Subaru,Legacy B4,2003,2.0,260,4WD,137000.0,630000
2157,https://krasnoyarsk.drom.ru/lada/2121_4x4_niva/49142906.html,Лада,4x4 2121 Нива,2014,1.7,83,4WD,80000.0,477000
2158,https://ussuriisk.drom.ru/honda/fit_shuttle/48482424.html,Honda,Fit Shuttle,2011,1.3,88,передний,128000.0,650000
2159,https://tyumen.drom.ru/nissan/almera_classic/49146952.html,Nissan,Almera Classic,2008,1.6,107,передний,166000.0,370000
2160,https://novosibirsk.drom.ru/ford/focus/49146951.html,Ford,Focus,2004,2.0,130,передний,175788.0,250000
2161,https://habarovsk.drom.ru/nissan/dayz/46518851.html,Nissan,DAYZ,2014,0.7,49,передний,110000.0,449000
2162,https://kashira.drom.ru/lada/2121_4x4_niva/49146949.html,Лада,4x4 2121 Нива,1994,1.7,79,4WD,70000.0,98000
2163,https://barnaul.drom.ru/nissan/teana/48967468.html,Nissan,Teana,2011,2.5,182,передний,214000.0,935000
2164,https://krasnoyarsk.drom.ru/mitsubishi/outlander/48773263.html,Mitsubishi,Outlander,2016,2.0,146,4WD,74000.0,1757000
