Id,Url,Brand,Model,Region,Year,Engine,EngineVolume,Power,Transmission,Drive,Body,Color,Mileage,Wheel,Generation,Complectation,IsSold,Price
6047,https://krim.drom.ru/skoda/octavia/48817424.html,,,,,,,,,,,,,,,,0,
6048,https://ekaterinburg.drom.ru/skoda/roomster/48481389.html,,,,,,,,,,,,,,,,0,
6049,https://chelyabinsk.drom.ru/skoda/fabia/48481114.html,,,,,,,,,,,,,,,,0,
6050,https://perm.drom.ru/skoda/octavia/48480886.html,,,,,,,,,,,,,,,,0,
6051,https://spb.drom.ru/skoda/octavia/48480732.html,,,,,,,,,,,,,,,,0,
6052,https://voronezh.drom.ru/skoda/octavia/49151977.html,,,,,,,,,,,,,,,,0,
6053,https://moscow.drom.ru/skoda/rapid/49151813.html,,,,,,,,,,,,,,,,0,
6054,https://chelyabinsk.drom.ru/skoda/rapid/49151794.html,,,,,,,,,,,,,,,,0,
6055,https://krasnoyarsk.drom.ru/skoda/octavia/48819808.html,,,,,,,,,,,,,,,,0,
6056,https://moscow.drom.ru/skoda/rapid/48826975.html,,,,,,,,,,,,,,,,0,
6057,https://krasnoyarsk.drom.ru/skoda/octavia/48825914.html,,,,,,,,,,,,,,,,0,
6058,https://kolomna.drom.ru/skoda/rapid/48825801.html,,,,,,,,,,,,,,,,0,
6059,https://vologda.drom.ru/skoda/kodiaq/48825553.html,,,,,,,,,,,,,,,,0,
6060,https://krasnodar.drom.ru/skoda/rapid/48823989.html,,,,,,,,,,,,,,,,0,
6061,https://mytishchi.drom.ru/skoda/rapid/48823963.html,,,,,,,,,,,,,,,,0,
6062,https://volgograd.drom.ru/skoda/superb/48821210.html,,,,,,,,,,,,,,,,0,
6063,https://moscow.drom.ru/skoda/rapid/48820192.html,,,,,,,,,,,,,,,,0,
6064,https://glazov.drom.ru/skoda/octavia/48817412.html,,,,,,,,,,,,,,,,0,
6065,https://liski.drom.ru/skoda/octavia/48482141.html,,,,,,,,,,,,,,,,0,
6066,https://tyumen.drom.ru/skoda/rapid/48480203.html,,,,,,,,,,,,,,,,0,
6067,https://kaliningrad.drom.ru/skoda/rapid/48479489.html,,,,,,,,,,,,,,,,0,
6068,https://spb.drom.ru/skoda/kodiaq/48479259.html,,,,,,,,,,,,,,,,0,
6069,https://novosibirsk.drom.ru/skoda/yeti/48478445.html,,,,,,,,,,,,,,,,0,
6070,https://rostov-na-donu.drom.ru/skoda/octavia/48477018.html,,,,,,,,,,,,,,,,0,
6071,https://moscow.drom.ru/skoda/yeti/48472871.html,,,,,,,,,,,,,,,,0,
6072,https://moscow.drom.ru/skoda/rapid/49008903.html,,,,,,,,,,,,,,,,0,
6073,https://moscow.drom.ru/skoda/rapid/49151976.html,,,,,,,,,,,,,,,,0,
6074,https://simferopol.drom.ru/skoda/karoq/48825843.html,,,,,,,,,,,,,,,,0,
6075,https://simferopol.drom.ru/skoda/rapid/48823931.html,,,,,,,,,,,,,,,,0,
6076,https://spb.drom.ru/skoda/octavia/48818040.html,,,,,,,,,,,,,,,,0,
6077,https://spb.drom.ru/skoda/octavia/48818045.html,,,,,,,,,,,,,,,,0,
6078,https://spb.drom.ru/skoda/octavia/48818051.html,,,,,,,,,,,,,,,,0,
6079,https://moscow.drom.ru/skoda/kodiaq/48480020.html,,,,,,,,,,,,,,,,0,
6080,https://krasnoyarsk.drom.ru/skoda/rapid/48479246.html,,,,,,,,,,,,,,,,0,
6081,https://chelyabinsk.drom.ru/skoda/karoq/48478706.html,,,,,,,,,,,,,,,,0,
6082,https://nizhniy-novgorod.drom.ru/skoda/karoq/48478644.html,,,,,,,,,,,,,,,,0,
6083,https://rostov-na-donu.drom.ru/skoda/karoq/48477002.html,,,,,,,,,,,,,,,,0,
6084,https://novosibirsk.drom.ru/skoda/octavia/48473197.html,,,,,,,,,,,,,,,,0,
6085,https://astrahan.drom.ru/skoda/karoq/48472951.html,,,,,,,,,,,,,,,,0,
6086,https://spb.drom.ru/skoda/kodiaq/48471706.html,,,,,,,,,,,,,,,,0,
6087,https://spb.drom.ru/skoda/karoq/48471710.html,,,,,,,,,,,,,,,,0,
6088,https://slavyansk-na-kubani.drom.ru/skoda/rapid/48344544.html,,,,,,,,,,,,,,,,0,
6089,https://astrahan.drom.ru/skoda/karoq/48134316.html,,,,,,,,,,,,,,,,0,
6090,https://moscow.drom.ru/skoda/rapid/48133696.html,,,,,,,,,,,,,,,,0,
6091,https://moscow.drom.ru/skoda/superb/48132919.html,,,,,,,,,,,,,,,,0,
6092,https://talmenka.drom.ru/luaz/luaz-969/48127748.html,,,,,,,,,,,,,,,,0,
6093,https://tyumen.drom.ru/luaz/luaz-969/46054481.html,,,,,,,,,,,,,,,,0,
6094,https://tomsk.drom.ru/luaz/luaz/49145391.html,,,,,,,,,,,,,,,,0,
6095,https://novoromanovo.drom.ru/luaz/luaz-969/48465134.html,,,,,,,,,,,,,,,,0,
6096,https://kemerovo.drom.ru/luaz/luaz-969/48460544.html,,,,,,,,,,,,,,,,0,
6097,https://kemerovo.drom.ru/luaz/luaz-969/47445165.html,,,,,,,,,,,,,,,,0,
6098,https://moscow.drom.ru/luaz/luaz-969/48782693.html,,,,,,,,,,,,,,,,0,
6099,https://neryungri.drom.ru/luaz/luaz-969/49138447.html,,,,,,,,,,,,,,,,0,
6100,https://kemerovo.drom.ru/luaz/luaz-969/48791411.html,,,,,,,,,,,,,,,,0,
6101,https://leninsk-kuznetskiy.drom.ru/luaz/luaz-969/48111386.html,,,,,,,,,,,,,,,,0,
6102,https://promyshlennaya.drom.ru/luaz/luaz-969/47381626.html,,,,,,,,,,,,,,,,0,
6103,https://iskitim.drom.ru/luaz/luaz/46907888.html,,,,,,,,,,,,,,,,0,
6104,https://biysk.drom.ru/luaz/luaz-969/46804659.html,,,,,,,,,,,,,,,,0,
6105,https://abakan.drom.ru/luaz/luaz-969/49123605.html,,,,,,,,,,,,,,,,0,
6106,https://blagoveshchensk.drom.ru/luaz/luaz-969/48920363.html,,,,,,,,,,,,,,,,0,
6107,https://belogorsk.drom.ru/luaz/luaz-969/48059064.html,,,,,,,,,,,,,,,,0,
6108,https://barnaul.drom.ru/luaz/luaz-969/48789123.html,,,,,,,,,,,,,,,,0,
6109,https://omsk.drom.ru/luaz/luaz/39032724.html,,,,,,,,,,,,,,,,0,
6110,https://krasnoyarsk.drom.ru/luaz/luaz/48782747.html,,,,,,,,,,,,,,,,0,
6111,https://omsk.drom.ru/luaz/luaz-969/48777904.html,,,,,,,,,,,,,,,,0,
6112,https://tyumen.drom.ru/zx/grandtiger/48480143.html,,,,,,,,,,,,,,,,0,
6113,https://omsk.drom.ru/zx/landmark/49119051.html,,,,,,,,,,,,,,,,0,
6114,https://kemerovo.drom.ru/zx/landmark/47804410.html,,,,,,,,,,,,,,,,0,
6115,https://kurgan.drom.ru/zx/landmark/49084411.html,,,,,,,,,,,,,,,,0,
6116,https://petuhovo.drom.ru/zx/admiral/47709760.html,,,,,,,,,,,,,,,,0,
6117,https://slavgorod.drom.ru/zx/grandtiger/49070209.html,ZX,GrandTiger,Славгород,2007,бензин,2.4,128,механика,4WD,,синий,180000,левый,,,0,500000
6118,https://kamensk-uralskiy.drom.ru/zx/landmark/49062178.html,ZX,Landmark,Каменск-Уральский,2007,бензин,2.4,128,механика,4WD,,синий,122000,левый,,,0,510000
6119,https://irkutsk.drom.ru/zx/grandtiger/48700775.html,,,,,,,,,,,,,,,,0,
6120,https://khanty-mansiysk.drom.ru/zx/landmark/49014924.html,ZX,Landmark,Ханты-Мансийск,2008,бензин,2.4,136,механика,4WD,,белый,222900,левый,,,1,375000
6121,https://sevastopol.drom.ru/zx/admiral/49003380.html,ZX,Admiral,Севастополь,2005,бензин,2.2,105,механика,4WD,,черный,195376,,,,1,150000
6122,https://kemerovo.drom.ru/zx/grandtiger/48942822.html,,,,,,,,,,,,,,,,0,
6123,https://biysk.drom.ru/zx/landmark/46712046.html,ZX,Landmark,Бийск,2007,бензин,2.4,126,автомат,4WD,,черный,151957,левый,,,0,490000
6124,https://nizhniy-tagil.drom.ru/zx/landmark/48144310.html,ZX,Landmark,Нижний Тагил,2007,бензин,2.4,128,механика,4WD,,синий,200000,левый,,,0,300000
6125,https://novosibirsk.drom.ru/renault/symbol/48821063.html,Renault,Symbol,Новосибирск,2004,бензин,1.4,75,механика,передний,,серый,330000,левый,"1 поколение, рестайлинг",1.4 MT Authentique,0,260000
6126,https://ulan-ude.drom.ru/renault/symbol/48570283.html,Renault,Symbol,Улан-Удэ,2004,бензин,1.4,75,механика,передний,,голубой,320000,левый,"1 поколение, рестайлинг",,0,198000
6127,https://kstovo.drom.ru/renault/scenic/48481806.html,,,,,,,,,,,,,,,,0,
6128,https://anapa.drom.ru/renault/megane/48477264.html,,,,,,,,,,,,,,,,0,
6129,https://spb.drom.ru/renault/symbol/48475601.html,,,,,,,,,,,,,,,,0,
6130,https://kurgan.drom.ru/renault/scenic/48474780.html,,,,,,,,,,,,,,,,0,
6131,https://chelyabinsk.drom.ru/renault/laguna/48474309.html,Renault,Laguna,Челябинск,2002,бензин,1.6,107,механика,передний,лифтбек,серебристый,240000,левый,2 поколение,1.6 MT Authentique,0,470000
6132,https://chernogorsk.drom.ru/renault/laguna/48131276.html,Renault,Laguna,Черногорск,2003,бензин,1.8,123,механика,передний,лифтбек,серый,278308,левый,2 поколение,1.8 MT Authentique,0,300000
6133,https://orenburg.drom.ru/renault/clio/48129485.html,,,,,,,,,,,,,,,,0,
6134,https://tyumen.drom.ru/renault/symbol/47788504.html,Renault,Symbol,Тюмень,2003,бензин,1.4,75,механика,передний,,черный,318263,левый,"1 поколение, рестайлинг",,0,160000
6135,https://novosibirsk.drom.ru/renault/laguna/47768480.html,Renault,Laguna,Новосибирск,2001,бензин,1.8,120,механика,передний,универсал,серый,460000,левый,2 поколение,1.8 MT Dynamique,0,390000
6136,https://barnaul.drom.ru/renault/megane/44614080.html,,,,,,,,,,,,,,,,0,
6137,https://kargapole.drom.ru/renault/laguna/49151118.html,,,,,,,,,,,,,,,,0,
6138,https://atkarsk.drom.ru/renault/symbol/49149679.html,,,,,,,,,,,,,,,,0,
6139,https://velikie-luki.drom.ru/renault/megane/49147718.html,Renault,Megane,Великие Луки,2004,бензин,1.6,113,механика,передний,седан,зеленый,200000,левый,2 поколение,,0,350000
6141,https://perm.drom.ru/renault/megane/49146085.html,,,,,,,,,,,,,,,,0,
6142,https://kemerovo.drom.ru/renault/clio/49145016.html,,,,,,,,,,,,,,,,0,
6143,https://berdsk.drom.ru/renault/kangoo/49144989.html,,,,,,,,,,,,,,,,0,
6144,https://kazan.drom.ru/renault/laguna/48813538.html,Renault,Laguna,Казань,2001,дизель,1.9,120,механика,передний,лифтбек,серебристый,350000,левый,2 поколение,,0,265000
6145,https://spb.drom.ru/renault/logan/48827196.html,,,,,,,,,,,,,,,,0,
6146,https://tver.drom.ru/renault/megane/48826982.html,Renault,Megane,Тверь,2008,бензин,1.6,115,механика,передний,седан,серебристый,229565,левый,,,0,380000
6147,https://barnaul.drom.ru/renault/logan/48825232.html,Renault,Logan,Барнаул,2008,бензин,1.4,75,механика,передний,седан,,270000,левый,1 поколение,,0,290000
6148,https://krasnoyarsk.drom.ru/renault/logan/48825081.html,,,,,,,,,,,,,,,,0,
